price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;sqft_living15;sqft_lot15
865000.0;4;1.75;1800;4180;2.0;0;3;4;8;1800;0;1921;0;98102;2180;4620
385000.0;3;1.75;1800;18000;1.0;0;0;3;8;1200;600;1968;0;98058;1800;18000
497000.0;3;2.25;1870;9315;1.0;0;0;3;7;1350;520;1975;0;98034;2230;9579
280000.0;2;1.0;1010;3000;1.0;0;0;4;7;1010;0;1925;0;98045;1150;7000
188000.0;2;1.5;1120;17487;1.0;0;0;3;6;1120;0;1924;0;98178;1690;8056
478500.0;3;1.0;2090;4755;1.0;0;2;3;8;1200;890;1969;0;98136;1850;5300
1145000.0;4;3.5;4370;18361;2.0;0;0;3;11;4370;0;2001;0;98065;4190;13641
222000.0;3;2.0;1440;7187;1.0;0;0;4;7;970;470;1981;0;98023;1440;7187
799000.0;4;3.0;2580;209523;2.0;0;0;3;8;2580;0;1984;0;98053;3440;213444
609900.0;4;2.5;3190;7399;2.0;0;0;3;10;3190;0;2006;0;98038;3250;7323
413000.0;4;3.5;2380;5809;2.0;0;0;4;7;1750;630;1995;0;98106;1620;5775
400000.0;4;1.0;1420;4875;1.5;0;0;3;7;1420;0;1930;0;98115;1110;5413
802541.0;5;2.75;2990;6768;2.0;0;0;3;9;2990;0;2014;0;98006;2870;6768
320000.0;3;2.5;2680;7757;2.0;0;0;3;8;2680;0;1990;0;98023;2430;8231
507000.0;4;2.5;2730;7649;2.0;0;0;3;7;2730;0;2006;0;98065;2730;6216
387500.0;3;1.0;1220;8329;1.0;0;0;3;6;1220;0;1946;0;98115;1490;8322
396000.0;3;1.0;1500;12616;1.0;0;0;3;7;1500;0;1967;0;98072;1820;13950
373000.0;3;1.75;1830;11788;1.0;0;1;3;8;1430;400;1958;0;98055;2140;11964
1484900.0;5;2.5;4570;19252;2.0;0;0;5;10;4570;0;1965;0;98040;3180;13314
359900.0;4;2.25;2470;7698;2.0;0;0;3;8;2470;0;1983;0;98058;2330;7986
410000.0;2;1.0;800;4342;1.0;0;0;3;6;670;130;1927;0;98115;1210;4343
690000.0;4;2.5;2900;23488;2.0;0;0;3;9;2900;0;1992;0;98053;2900;34589
245000.0;3;2.0;1410;5760;1.0;0;0;3;7;1410;0;1985;0;98030;1670;6222
700000.0;5;2.5;2830;25958;1.0;0;1;5;8;1610;1220;1979;0;98075;2670;21567
268000.0;4;1.75;1680;9966;1.0;0;0;3;7;1100;580;1977;0;98198;2400;10369
225000.0;3;1.75;1760;26055;1.0;0;0;3;7;920;840;1979;0;98042;1350;13475
980000.0;4;2.25;2240;11034;2.0;0;0;3;8;2240;0;1976;0;98004;2300;11550
795000.0;2;1.0;1380;5000;1.5;0;2;3;5;1380;0;1905;0;98106;1500;5000
195000.0;2;1.0;820;5100;1.0;0;0;3;6;820;0;1953;0;98118;1170;5304
480000.0;4;2.0;2180;10575;1.0;0;0;2;6;1730;450;1950;0;98005;2180;12010
485000.0;4;2.0;1400;3600;1.0;0;0;3;7;1100;300;1900;0;98119;1630;2048
130000.0;2;1.0;880;9000;1.0;0;0;3;5;880;0;1928;0;98188;1410;10000
325000.0;2;1.0;1060;5703;1.0;0;2;4;6;1060;0;1946;0;98198;2240;4416
440000.0;3;1.75;1530;7245;1.0;0;0;4;7;1530;0;1984;0;98034;1530;7490
550000.0;4;1.75;2480;14782;1.0;0;3;3;8;1460;1020;1958;0;98155;2910;10800
310000.0;3;1.75;1490;7150;1.0;0;0;5;6;1490;0;1967;0;98059;1350;9100
530000.0;3;2.5;3660;39478;2.0;0;2;4;9;3260;400;1989;0;98022;2700;38312
390000.0;4;2.5;2340;8548;2.0;0;0;3;8;2340;0;1993;0;98031;1970;6818
243000.0;3;1.75;1450;12125;1.0;0;0;4;7;1450;0;1981;0;98001;1210;12125
639000.0;4;2.5;2210;9875;2.0;0;0;3;9;2210;0;1990;0;98074;2440;8799
215000.0;4;1.0;1130;7400;1.0;0;0;4;7;1130;0;1969;0;98003;1540;7379
405000.0;5;1.75;1550;10500;1.0;0;0;3;7;1100;450;1961;0;98011;1420;9823
250000.0;4;1.75;1710;7140;1.0;0;0;5;7;1010;700;1968;0;98032;1770;8960
405500.0;3;1.5;1010;8108;1.0;0;0;5;7;1010;0;1954;0;98155;1300;8108
452000.0;6;2.25;2660;13579;2.0;0;0;3;7;2660;0;1937;1990;98125;1120;8242
730000.0;6;2.25;2660;13579;2.0;0;0;3;7;2660;0;1937;1990;98125;1120;8242
267000.0;3;2.0;1300;9644;1.0;0;0;3;7;1300;0;1994;0;98010;1430;9656
289950.0;3;2.5;1670;6186;2.0;0;0;3;7;1670;0;2002;0;98038;2390;6924
565000.0;2;1.0;960;4080;1.0;0;0;5;7;960;0;1911;0;98103;1300;4080
1578000.0;4;3.25;4670;51836;2.0;0;0;4;12;4670;0;1988;0;98005;4230;41075
636000.0;3;2.5;2140;2770;2.0;0;0;3;8;1770;370;2007;0;98052;2510;2708
350000.0;5;3.0;2520;5500;1.0;0;0;3;8;1550;970;2004;0;98178;1700;8000
320000.0;3;1.5;1650;9380;1.0;0;0;5;7;1130;520;1978;0;98058;1720;8856
210000.0;2;1.75;1440;5680;1.0;0;0;4;8;1440;0;1978;0;98198;1320;3547
245000.0;2;1.0;1050;5900;1.0;0;0;3;7;1050;0;1950;0;98126;1280;5900
328000.0;3;1.75;1470;7650;1.0;0;0;3;7;1130;340;1983;0;98059;1590;7500
985000.0;4;2.25;4230;37769;2.0;0;0;3;11;4230;0;1989;0;98077;3890;37034
501000.0;3;1.75;1970;7972;1.0;0;3;5;8;1370;600;1976;0;98055;2460;9796
315000.0;3;2.25;1540;17424;2.0;0;0;3;7;1540;0;1992;0;98045;1560;11439
403000.0;3;2.75;2090;8354;2.0;0;0;3;8;2090;0;2012;0;98019;2280;6348
550000.0;3;2.0;2380;17950;2.0;0;0;4;8;2110;270;1934;0;98155;2030;23900
347500.0;4;2.5;2156;3562;2.0;0;0;3;9;2156;0;2012;0;98030;1708;3539
365000.0;4;2.25;2070;8893;2.0;0;0;4;8;2070;0;1986;0;98058;2390;7700
588000.0;3;1.0;1910;8167;1.0;0;0;4;8;1270;640;1951;0;98117;1500;6816
605000.0;3;1.75;1920;7400;1.0;0;0;4;8;1260;660;1977;0;98006;2360;8048
1300000.0;3;3.25;3400;5979;2.0;0;0;4;9;2290;1110;1937;0;98105;3090;6435
233000.0;3;2.0;1400;9177;1.0;0;0;3;7;1400;0;1974;0;98001;2020;8547
360000.0;4;2.5;2210;17715;2.0;0;0;3;8;2210;0;1997;0;98030;2210;16907
459000.0;2;1.75;1170;4887;1.0;0;0;3;6;1020;150;1929;0;98117;1170;5441
740000.0;3;2.0;2100;72745;1.0;0;0;4;9;2100;0;1995;0;98077;2290;54885
305000.0;3;1.0;1160;9750;1.0;0;0;3;7;1160;0;1967;0;98077;1160;9650
395000.0;3;1.0;1500;4000;1.0;0;0;3;6;900;600;1925;0;98117;950;4000
560000.0;4;2.5;2940;6000;2.0;0;0;3;8;2940;0;2000;0;98011;2510;6600
650000.0;4;1.75;2010;5070;1.0;0;1;4;7;1300;710;1963;0;98116;2180;5400
449950.0;3;2.5;2170;4912;2.0;0;0;3;7;2170;0;2003;0;98028;2010;4395
517500.0;3;1.5;1430;5200;1.0;0;3;4;7;1250;180;1940;0;98117;2210;6240
435000.0;4;1.5;1510;6460;1.0;0;0;3;7;1070;440;1970;0;98034;1450;6630
329999.0;3;1.0;1150;6908;1.0;0;0;3;6;800;350;1952;0;98155;1150;6908
950000.0;3;1.75;2150;4200;1.0;0;4;5;8;1140;1010;1960;0;98116;2510;7500
447000.0;3;1.0;1370;6001;1.0;0;0;5;7;1230;140;1944;0;98108;1370;5520
699800.0;2;2.5;2380;6600;1.0;0;0;3;8;2380;0;2010;0;98053;1870;6600
850000.0;3;1.75;1370;3850;1.0;0;0;5;7;770;600;1911;1988;98112;1390;3600
316500.0;3;1.75;1600;14250;1.0;0;0;3;7;1070;530;1979;0;98023;2140;14960
942500.0;5;3.5;3750;9612;1.0;0;2;4;9;2030;1720;1981;0;98006;3270;9688
1310000.0;2;2.25;3950;3938;2.0;0;4;3;10;2910;1040;1991;0;98116;3220;4500
856600.0;4;2.25;2400;13430;1.0;0;0;4;9;2400;0;1964;0;98005;2580;10077
405600.0;5;1.5;2830;4000;2.5;0;0;4;8;2830;0;1918;0;98118;1480;4000
565000.0;4;2.5;2440;22594;2.0;0;0;3;8;2440;0;1996;0;98053;2560;33341
400000.0;3;2.25;1190;1149;2.0;0;0;3;8;1050;140;2008;0;98116;1210;1316
330000.0;3;2.0;1400;218252;1.0;0;0;3;7;1400;0;1997;0;98019;2230;218222
374950.0;4;2.75;2730;4683;2.0;0;0;3;7;2730;0;2005;0;98038;2230;4924
405300.0;3;2.75;2390;7939;1.0;0;0;5;7;1610;780;1983;0;98056;1920;7939
560000.0;3;2.25;2060;31400;2.0;0;0;3;8;2060;0;1984;0;98074;2160;34500
824000.0;4;2.25;2490;9864;1.0;0;0;4;8;1290;1200;1961;0;98004;2360;9864
260000.0;3;1.75;1100;10968;1.0;0;0;5;7;1100;0;1984;0;98042;1400;7799
760000.0;4;2.5;2430;6099;1.0;0;0;5;8;1470;960;1965;0;98115;2180;6099
405000.0;3;2.5;3170;12750;2.0;0;0;3;10;2360;810;1995;0;98023;2970;13125
429900.0;4;2.5;2640;8625;2.0;0;0;3;8;2640;0;1987;0;98058;2240;8700
341500.0;3;1.5;1130;7223;1.0;0;0;4;7;1130;0;1961;0;98056;1320;7356
465250.0;5;2.0;1940;7642;1.5;0;0;3;7;1940;0;1957;0;98177;1940;8724
450000.0;2;2.0;1100;3000;1.5;0;0;3;7;1100;0;1912;2005;98117;1390;4000
390000.0;3;1.0;1200;10800;1.0;0;0;4;7;1200;0;1955;0;98006;1370;9950
420000.0;3;2.25;2000;8030;1.0;0;0;4;8;1000;1000;1963;0;98008;2070;8250
269950.0;3;2.5;1890;4838;2.0;0;0;3;8;1730;160;2002;0;98168;1910;7409
493000.0;4;2.0;1910;2874;1.0;0;0;3;7;1060;850;1910;0;98122;1520;2874
370000.0;4;2.5;2710;5880;2.0;0;0;3;9;2710;0;1998;0;98092;2520;6000
2250000.0;5;4.25;4860;9453;1.5;0;1;5;10;3100;1760;1905;0;98112;3150;8557
305000.0;3;1.0;1250;23680;1.0;0;0;5;7;1250;0;1967;0;98059;1450;23680
400000.0;3;1.75;1590;8219;1.5;0;0;5;6;970;620;1938;0;98034;2030;7504
320000.0;3;1.5;1240;1221;2.0;0;0;3;8;1050;190;2009;0;98133;1180;887
715000.0;4;1.0;2000;4800;2.0;0;0;4;7;2000;0;1911;0;98103;1260;1452
650000.0;6;2.75;3610;10003;1.5;0;0;4;8;3610;0;1966;0;98008;2560;10004
218000.0;5;1.75;1930;8040;1.0;0;0;4;8;1930;0;1966;0;98023;2370;8000
500000.0;2;1.0;1280;5400;1.0;0;0;3;7;1280;0;1964;0;98117;1540;5670
460000.0;4;2.0;2090;40419;1.0;0;0;4;7;2090;0;1984;0;98027;2380;63162
232500.0;3;1.5;1940;9887;1.0;0;0;4;7;1140;800;1969;0;98003;1410;9936
408200.0;3;2.5;1800;5761;2.0;0;0;4;7;1800;0;1990;0;98106;1800;5952
522000.0;3;1.75;1730;8400;1.0;0;0;4;7;1400;330;1980;0;98052;1830;8636
675000.0;4;2.5;2810;11120;2.0;0;0;3;9;2810;0;1982;0;98074;3100;12672
1355000.0;4;3.5;3550;11000;1.0;0;2;3;11;2260;1290;1999;0;98006;4100;10012
249950.0;4;1.0;1330;7980;1.5;0;0;3;6;1330;0;1952;0;98168;1570;8588
210000.0;2;1.0;750;34133;1.0;0;0;3;6;750;0;1950;0;98168;1460;25792
429950.0;4;1.0;1760;7216;1.0;0;0;3;7;1090;670;1947;0;98133;1180;3844
737500.0;4;2.5;3200;36276;2.0;0;0;3;9;3200;0;1993;0;98053;2930;33171
710000.0;4;2.0;1740;9000;1.0;0;0;5;8;1740;0;1958;0;98033;1850;7700
470000.0;3;2.5;2100;4700;2.0;0;0;3;8;2100;0;1999;0;98065;2100;4700
1100000.0;4;3.5;4270;40097;1.0;0;0;4;12;4270;0;1993;0;98077;3510;36149
650000.0;3;2.0;1340;2720;1.5;0;0;3;7;1340;0;1913;0;98103;2030;4590
1216000.0;4;2.5;3190;8684;1.0;0;3;5;9;1680;1510;1967;0;98006;3160;8684
422120.0;3;2.5;1630;4534;2.0;0;0;3;8;1630;0;1987;0;98034;1380;4779
625000.0;5;2.5;2990;15085;2.0;0;0;3;9;2990;0;2007;0;98011;3150;13076
385200.0;4;1.0;1550;7740;1.5;0;0;3;6;1550;0;1954;0;98126;1220;7740
500000.0;3;2.25;1690;4964;2.0;0;0;3;8;1690;0;1989;0;98029;1800;5036
308000.0;4;2.25;1960;12243;2.0;0;0;3;8;1960;0;1989;0;98042;1910;12230
565000.0;3;2.75;2390;9966;1.0;0;0;5;8;1360;1030;1977;0;98006;2140;10713
581000.0;3;2.5;2600;4438;2.0;0;0;3;7;2600;0;2004;0;98053;2600;4904
361000.0;3;2.0;1950;8698;1.0;0;0;3;8;1950;0;1999;0;98042;2330;7212
345000.0;3;1.0;1250;7210;1.0;0;0;4;7;1250;0;1964;0;98008;1530;8800
419000.0;2;2.25;1180;1253;2.0;0;0;3;8;840;340;2008;0;98122;1310;1963
347000.0;3;2.5;1680;4308;2.0;0;0;3;7;1680;0;2004;0;98056;2160;4182
625000.0;4;2.25;2220;36085;2.0;0;0;3;9;2220;0;1989;0;98075;3000;36906
2400000.0;4;4.25;4890;15188;2.0;0;2;3;11;3090;1800;1999;0;98040;3470;16201
379000.0;3;3.25;2660;17852;2.5;0;0;3;8;2660;0;2014;0;98010;1320;11876
310000.0;3;1.5;1150;3323;2.0;0;0;3;7;1150;0;1988;0;98029;1150;2980
250000.0;2;2.0;1130;5500;1.0;0;0;4;6;1130;0;1941;0;98030;1320;6600
682000.0;5;2.75;2760;5000;2.0;0;0;3;9;2760;0;2005;0;98059;2870;5030
246500.0;3;2.0;1430;8919;1.0;0;0;3;7;1430;0;1992;0;98022;1580;8919
325000.0;3;1.0;1490;57381;1.5;0;0;4;5;1490;0;1932;0;98092;1580;101529
310950.0;4;2.5;2030;4997;2.0;0;0;3;8;2030;0;2004;0;98031;2095;5500
1100000.0;3;2.0;3010;5000;2.0;0;2;5;9;1890;1120;1931;0;98199;2688;5000
287500.0;3;1.0;1810;7200;1.0;0;0;4;7;1130;680;1954;0;98133;1810;8100
431000.0;3;1.0;1810;7200;1.0;0;0;4;7;1130;680;1954;0;98133;1810;8100
226000.0;3;1.0;970;5000;1.0;0;0;3;6;970;0;1968;0;98118;1290;5875
825000.0;3;1.75;2010;3090;1.5;0;0;5;7;1510;500;1926;0;98103;1600;3150
175000.0;4;1.0;1300;6030;1.5;0;0;3;6;1300;0;1947;0;98168;1240;6900
465750.0;3;1.5;1260;10350;1.0;0;0;3;7;1260;0;1959;0;98008;1800;10350
659000.0;4;2.25;2610;24931;2.0;0;0;3;8;2610;0;1983;0;98075;2550;18306
595000.0;3;1.75;1910;5753;1.0;0;3;3;8;1110;800;1941;0;98115;1630;5580
350000.0;3;2.25;1780;16290;2.0;0;0;4;8;1780;0;1987;0;98058;1780;8810
270000.0;4;2.25;1900;8600;1.0;0;0;4;8;1900;0;1975;0;98023;2120;8000
662500.0;6;2.25;2450;25600;1.0;0;2;3;7;1340;1110;1957;0;98008;1850;10230
249900.0;3;1.75;1380;14000;1.0;0;0;4;5;1380;0;1939;1957;98001;1490;18503
324500.0;3;1.75;1920;11340;1.0;0;0;4;7;1230;690;1977;0;98023;1980;9638
430000.0;2;1.75;1350;4003;1.0;0;0;3;8;1350;0;2004;0;98053;1350;4479
419950.0;2;1.75;1350;4003;1.0;0;0;3;8;1350;0;2004;0;98053;1350;4479
285000.0;4;1.75;2510;7440;1.0;0;2;4;8;1290;1220;1962;0;98032;1790;8000
332000.0;4;2.5;2470;7780;2.0;0;0;3;8;2470;0;2002;0;98092;2100;5972
282000.0;4;1.75;1660;10725;1.0;0;0;3;7;960;700;1956;0;98168;1340;9023
320000.0;3;1.0;1340;5175;1.0;0;0;3;7;940;400;1987;0;98133;1020;5500
428750.0;3;1.0;1620;30736;1.5;0;0;4;7;1620;0;1911;1977;98006;2440;28826
330000.0;3;2.25;2300;35287;2.0;0;0;3;8;2300;0;1977;0;98022;1760;47916
456500.0;4;3.5;2000;2309;3.0;0;0;3;8;2000;0;2008;0;98177;1440;1548
352000.0;3;2.25;1640;11050;1.0;0;0;4;8;1640;0;1972;0;98059;1870;11050
664000.0;4;2.0;1530;4080;1.5;0;0;4;7;1530;0;1912;0;98105;1860;4080
628000.0;3;1.75;4000;11894;1.0;0;0;3;9;2190;1810;1987;0;98011;2530;8650
512000.0;3;1.75;1610;12555;1.0;0;0;3;7;1080;530;1977;0;98052;1780;10374
254000.0;3;2.0;2070;9000;1.0;0;0;4;7;1450;620;1969;0;98023;1630;7885
535800.0;4;2.5;1900;5790;2.0;0;0;3;8;1900;0;1994;0;98029;2030;5790
287653.0;3;1.0;1050;16050;1.0;0;0;4;7;1050;0;1960;1981;98038;1610;27600
438000.0;3;2.5;1520;1304;2.0;0;0;3;8;1180;340;2006;0;98136;1270;1718
450000.0;4;1.75;2390;23899;1.0;0;0;3;7;1750;640;1949;0;98028;1840;33900
327000.0;5;2.75;2400;8050;2.0;0;0;3;8;2400;0;1998;0;98092;2400;8050
370500.0;4;2.5;1790;6120;2.0;0;0;3;7;1790;0;2005;0;98059;1950;5660
265000.0;3;2.5;1720;6271;2.0;0;0;3;7;1720;0;1993;0;98038;1570;6587
450000.0;4;2.75;2980;13260;1.0;0;0;4;8;1800;1180;1979;0;98056;1920;10731
425000.0;3;1.0;1520;213444;1.5;0;3;5;8;1520;0;1988;0;98027;2640;213444
166600.0;3;1.75;1150;8690;1.0;0;0;4;7;1150;0;1977;0;98042;1330;7040
245000.0;1;0.75;380;15000;1.0;0;0;3;5;380;0;1963;0;98168;1170;15000
565000.0;3;1.0;910;5212;1.0;0;0;3;7;910;0;1951;0;98115;1520;6300
539900.0;3;1.75;1650;10150;1.0;0;0;3;8;1230;420;1976;0;98033;1930;8958
910000.0;3;3.5;2480;3200;2.0;0;0;3;10;2480;0;2010;0;98144;1980;3200
280000.0;4;2.5;2050;7416;2.0;0;0;3;8;2050;0;1990;0;98092;2050;7920
275000.0;3;2.25;1420;8549;2.0;0;0;4;7;1420;0;1989;0;98038;1560;7471
467000.0;3;2.5;3460;6590;2.0;0;0;3;7;3460;0;2001;0;98056;2490;6312
457500.0;3;2.5;1500;4445;2.0;0;0;3;8;1500;0;1996;0;98029;1730;4408
381156.0;2;1.0;1320;3090;1.0;0;0;4;7;1320;0;1908;0;98118;1270;4120
289999.0;5;2.5;2180;8240;1.0;0;0;4;8;1220;960;1977;0;98092;2050;7590
642450.0;3;1.75;1830;4160;1.0;0;0;3;7;1230;600;1919;0;98144;1950;4160
469950.0;3;2.25;1620;8701;1.0;0;0;3;7;1220;400;1962;0;98007;1600;7910
795000.0;3;2.0;2920;13650;1.0;0;2;5;8;1460;1460;1975;0;98033;2920;10988
785000.0;4;2.5;3300;10514;2.0;0;0;3;10;3300;0;1984;0;98074;2820;11462
860000.0;3;2.25;3060;12095;2.0;0;0;3;10;3060;0;1983;0;98006;3060;11455
1095000.0;0;0.0;3064;4764;3.5;0;2;3;7;3064;0;1990;0;98102;2360;4000
147500.0;3;1.0;1530;8498;1.0;0;0;3;7;1530;0;1959;0;98031;1380;8498
390000.0;3;2.0;1910;11576;1.0;0;0;3;7;1410;500;1978;0;98011;2040;8750
229000.0;3;1.0;1020;8100;1.0;0;0;3;7;1020;0;1954;0;98198;1020;8100
185000.0;3;1.0;1150;8100;1.0;0;0;3;6;1150;0;1932;0;98168;1120;8100
414900.0;3;1.5;1260;9570;1.0;0;0;3;7;870;390;1941;0;98115;1620;7000
200000.0;4;2.0;1920;4822;1.0;0;0;2;6;920;1000;1914;0;98136;1120;4822
225000.0;4;2.25;1800;9350;1.0;0;0;3;8;1800;0;1969;0;98092;2060;8800
720000.0;3;1.75;2040;4000;2.0;0;0;5;7;1360;680;1924;0;98105;1610;4000
930000.0;4;2.5;2200;4000;2.0;0;0;5;8;1430;770;1908;0;98119;2100;4000
1270000.0;5;2.5;3200;17204;1.0;0;0;3;7;2160;1040;1952;0;98004;4090;15732
700000.0;5;3.25;2400;3118;2.0;0;0;4;7;1780;620;1928;0;98122;2100;3941
466000.0;2;1.5;1140;1058;3.0;0;0;3;7;1140;0;2005;0;98103;1170;1116
374000.0;3;1.5;1330;10640;1.0;0;0;3;7;1330;0;1976;0;98011;1460;8520
480000.0;3;2.5;1940;10035;2.0;0;0;4;8;1940;0;1994;0;98072;2810;8333
740000.0;3;2.5;3000;25341;2.0;0;0;3;9;3000;0;1995;0;98053;3000;32417
1010000.0;4;1.0;1820;5400;1.5;0;0;3;8;1820;0;1923;2014;98102;1820;5400
395000.0;4;2.5;2910;5000;2.0;0;0;3;8;2910;0;2002;0;98042;2740;5045
340000.0;2;1.0;1090;6771;1.0;0;0;3;6;1090;0;1954;0;98106;1200;4992
209000.0;3;2.0;1230;1340;2.0;0;0;3;7;1020;210;2003;0;98106;1260;1312
431650.0;5;2.5;1710;7700;1.5;0;0;3;7;1710;0;1962;0;98007;1530;7700
980000.0;5;2.5;3160;11470;1.0;0;0;4;9;1780;1380;1971;0;98040;3260;11470
660000.0;3;2.5;2680;28243;2.0;0;0;3;9;2680;0;1993;0;98077;2670;32130
730000.0;4;2.25;2190;9009;2.0;0;0;4;8;1840;350;1977;0;98033;2190;10251
291500.0;3;1.75;1260;9600;1.0;0;0;4;7;1260;0;1988;0;98042;1640;9946
905000.0;4;3.5;2970;14486;2.0;0;0;3;9;2340;630;1997;0;98040;3680;14486
800000.0;4;2.5;2570;50308;1.5;0;0;3;10;2570;0;1993;0;98077;3420;37891
839900.0;4;3.5;3810;13592;1.0;0;1;3;9;2560;1250;2013;0;98056;3230;9311
200000.0;1;1.5;1010;1157;2.0;0;0;3;8;950;60;2007;0;98126;1360;1688
300000.0;3;2.0;1480;6698;1.0;0;0;4;7;1080;400;1979;0;98058;1850;7348
530000.0;3;1.75;1250;6041;1.5;0;0;5;7;1250;0;1942;0;98115;1180;6042
314950.0;3;2.25;1654;8479;2.0;0;0;3;7;1654;0;1995;0;98038;1654;8479
255000.0;3;1.75;1410;9315;1.0;0;0;5;7;1410;0;1960;0;98031;1630;8250
550000.0;5;2.75;2160;5720;1.0;0;0;5;7;1500;660;1950;0;98144;2160;4996
435000.0;3;1.0;1400;4800;1.0;0;0;4;6;700;700;1917;0;98136;1470;6000
234000.0;3;1.75;1420;8738;1.0;0;0;4;7;1420;0;1966;0;98002;1660;8738
615000.0;4;2.25;2500;10062;1.0;0;0;3;8;1600;900;1975;0;98052;2500;9750
205000.0;3;2.0;1410;8384;1.0;0;0;3;7;1410;0;1985;0;98001;1410;9205
384000.0;4;1.75;2100;7135;1.0;0;0;4;7;1050;1050;1955;0;98106;1730;4000
324000.0;3;2.5;1750;7208;2.0;0;0;3;8;1750;0;1994;0;98055;2050;7524
645000.0;3;1.75;2070;5500;1.0;0;0;4;7;1130;940;1946;0;98115;1800;4400
570000.0;3;3.25;1570;1777;2.0;0;0;3;8;1260;310;2007;0;98107;1000;1777
324000.0;3;2.5;1920;5322;2.0;0;0;3;8;1920;0;1999;0;98031;1920;5000
270000.0;2;1.0;1000;10320;1.0;0;0;3;6;1000;0;1943;0;98106;1100;5160
290000.0;5;1.5;2120;7700;1.5;0;0;5;7;2120;0;1962;0;98058;1730;7700
250000.0;3;2.0;1440;9220;1.0;0;0;3;7;1440;0;1965;0;98198;1390;7830
342000.0;3;1.75;1660;16275;2.0;0;0;3;7;1660;0;1990;0;98014;1520;16275
255000.0;3;1.5;1340;8450;1.0;0;0;4;7;1340;0;1958;0;98188;1340;8920
800000.0;3;2.25;2380;11824;1.0;0;0;4;9;1450;930;1972;0;98040;2750;11491
451000.0;3;1.75;1560;4049;1.5;0;2;3;7;1000;560;1926;0;98126;1430;3738
990000.0;4;2.5;2780;10480;1.0;0;3;3;7;1390;1390;1967;0;98033;2860;10506
288400.0;4;2.5;1860;6687;1.0;0;0;4;7;1220;640;1983;0;98031;1860;6117
420000.0;3;1.5;2390;4600;2.0;0;0;3;8;1750;640;1920;1995;98118;1690;5220
359000.0;2;2.75;1370;1140;2.0;0;0;3;8;1080;290;2009;0;98133;1370;1090
390000.0;4;3.0;2570;262018;1.0;0;0;3;7;1420;1150;1988;0;98058;2260;19811
300000.0;3;2.5;1320;2614;2.0;0;0;3;7;1320;0;2005;0;98118;1320;2533
545000.0;5;2.5;2520;7863;1.0;0;0;3;7;1500;1020;1981;0;98034;2030;8580
288349.0;3;1.0;1250;18616;1.0;0;0;4;6;1250;0;1972;0;98010;1920;15654
299900.0;3;2.25;1560;35026;1.0;0;0;3;7;1290;270;1985;0;98092;1660;35160
891000.0;4;2.0;2330;5000;1.5;0;0;5;7;1720;610;1925;0;98117;2090;5000
1200000.0;3;2.0;3660;22410;1.0;0;3;4;9;1830;1830;1947;0;98117;2680;8250
378000.0;4;2.5;2790;4650;2.0;0;0;3;8;2790;0;2004;0;98038;2820;4650
299995.0;2;1.0;1060;7200;1.0;0;0;4;6;1060;0;1951;0;98155;1850;8291
253000.0;3;2.5;2020;6564;1.0;0;0;3;7;1310;710;1994;0;98042;1710;5151
350000.0;3;2.25;1580;47916;1.0;0;0;3;7;1580;0;1979;0;98024;1980;75358
565000.0;4;3.0;2020;4300;1.5;0;0;3;6;2020;0;1900;0;98107;1290;3440
315000.0;2;1.0;970;5665;1.0;0;0;4;6;970;0;1908;0;98118;1490;4429
570000.0;4;3.0;1490;6766;1.5;0;1;5;7;1490;0;1915;0;98136;1990;6526
971000.0;5;3.5;4390;10140;2.0;0;0;3;9;3350;1040;2005;0;98125;2010;8400
915000.0;5;2.5;2750;5589;1.5;0;0;5;9;1840;910;1910;0;98112;1460;4250
419000.0;4;1.5;2150;23568;1.0;0;0;4;7;2150;0;1950;0;98166;2150;10125
260000.0;4;1.75;1810;7480;1.0;0;0;3;7;1230;580;1977;0;98023;1870;9594
1321500.0;3;3.0;2230;12968;2.0;0;0;3;9;2230;0;1990;0;98004;2260;10160
369950.0;3;1.0;2430;10720;1.0;0;0;3;7;2430;0;1977;0;98045;1660;11560
1029900.0;3;2.5;3680;13384;2.0;0;0;3;10;3680;0;1994;0;98006;3600;11306
435000.0;5;1.0;1410;6750;1.5;0;0;3;6;1410;0;1929;0;98118;1360;6750
601000.0;3;1.75;1330;6743;1.0;0;0;3;8;1330;0;1958;2002;98125;2600;7350
460500.0;3;1.0;1490;10650;1.0;0;0;3;7;1150;340;1963;0;98033;1730;9800
720000.0;3;2.5;2020;1159;3.0;0;3;3;8;2020;0;2000;0;98103;1920;3600
851000.0;4;2.5;3130;13202;2.0;0;0;3;10;3130;0;1996;0;98075;2840;10470
550000.0;4;3.0;2670;5000;2.0;0;2;3;7;2670;0;1916;1978;98126;2300;5000
700000.0;4;1.0;1980;4560;1.5;0;0;3;7;1980;0;1920;0;98103;1810;3245
323000.0;3;1.75;2100;14850;1.0;0;0;4;7;2100;0;1963;0;98042;1930;17238
345500.0;3;1.0;1350;8581;1.0;0;0;5;6;1350;0;1944;0;98177;2080;8451
378000.0;4;1.5;2140;7920;1.0;0;0;3;7;1190;950;1959;0;98118;2140;7238
650000.0;4;2.0;2208;5000;3.0;0;0;5;8;2208;0;1917;0;98116;1760;5000
385000.0;3;2.0;1010;7380;1.0;0;0;3;7;1010;0;1982;0;98074;1650;9030
